Review,Sentiment,Cleaned_Review,Sentiment_Label,Review_Length,Word_Count
"I like the fact that it rests lightly against your ear, rather than inside.",1,i like the fact that it rests lightly against your ear rather than inside,Positive,73,14
A lot of websites have been rating this a very good phone and so do I.,1,a lot of websites have been rating this a very good phone and so do i,Positive,69,16
I have tried these cables with my computer and my iPod and it works just fine.,1,i have tried these cables with my computer and my ipod and it works just fine,Positive,77,16
"The mic there is a joke, and the volume is quite low.",0,the mic there is a joke and the volume is quite low,Negative,51,12
I'm returning them.,0,im returning them,Negative,17,3
I does not maintain a connection with the computer while it is on my lap.,0,i does not maintain a connection with the computer while it is on my lap,Negative,72,15
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1,it is easy to turn on and off when you are in the car and the volume controls are quite accessable,Positive,98,21
I have had mine for about a year and this Christmas I bought some for the rest of the family.,1,i have had mine for about a year and this christmas i bought some for the rest of the family,Positive,92,20
"Otherwise, easy to install and use, clear sound.",1,otherwise easy to install and use clear sound,Positive,45,8
nice leather.,1,nice leather,Positive,12,2
I had to purchase a different case.,0,i had to purchase a different case,Negative,34,7
It is a joy to use.,1,it is a joy to use,Positive,18,6
Very much disappointed with this company.,0,very much disappointed with this company,Negative,40,6
Very satisifed with that.,1,very satisifed with that,Positive,24,4
It didn't charge for me.,0,it didnt charge for me,Negative,22,5
This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1,this is the phone to get for i just bought my sa and all i can say is wow,Positive,73,19
Buttons are too small.,0,buttons are too small,Negative,21,4
Just reading on the specs alone makes you say WOW.,1,just reading on the specs alone makes you say wow,Positive,49,10
Love it.. Great armband.,1,love it great armband,Positive,21,4
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1,i really like this product over the motorola because it is allot clearer on the ear piece and the mic,Positive,101,20
"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0,however the keypads are so tinny that i sometimes reach the wrong buttons,Negative,73,13
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1,i exchanged the sony ericson za for this and im pretty happy with that decision,Positive,79,15
I was very impressed with the price of the cases.,1,i was very impressed with the price of the cases,Positive,48,10
Also makes it easier to hold on to.,1,also makes it easier to hold on to,Positive,34,8
"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1,i use this product in a motor control center where there is a lot of high voltage humming from the equipment and it works great,Positive,127,25
It's pretty easy.,1,its pretty easy,Positive,15,3
I cannot make calls at certain places.,0,i cannot make calls at certain places,Negative,37,7
"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,however my girl was complain that some time the phone doesnt wake up like normal phone does,Negative,91,17
Beautiful styling though.,1,beautiful styling though,Positive,24,3
This company charge me a restocking fee and still not given me my refund back.,0,this company charge me a restocking fee and still not given me my refund back,Negative,77,15
I'm trying to return it for a refund.,0,im trying to return it for a refund,Negative,35,8
I plugged it in only to find out not a darn thing worked.,0,i plugged it in only to find out not a darn thing worked,Negative,56,13
Excellent product.,1,excellent product,Positive,17,2
Earbud piece breaks easily.,0,earbud piece breaks easily,Negative,26,4
Lousy product.,0,lousy product,Negative,13,2
This phone tries very hard to do everything but fails at it's very ability to be a phone.,0,this phone tries very hard to do everything but fails at its very ability to be a phone,Negative,87,18
It is the best charger I have seen on the market yet.,1,it is the best charger i have seen on the market yet,Positive,52,12
SWEETEST PHONE!!!,1,sweetest phone,Positive,14,2
":-)Oh, the charger seems to work fine.",1,oh the charger seems to work fine,Positive,33,7
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1,it fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal,Positive,123,25
Not enough volume.,0,not enough volume,Negative,17,3
Echo Problem....Very unsatisfactory,0,echo problemvery unsatisfactory,Negative,31,3
you could only take 2 videos at a time and the quality was very poor.,0,you could only take videos at a time and the quality was very poor,Negative,66,14
don't waste your money.,0,dont waste your money,Negative,21,4
I am going to have to be the first to negatively review this product.,0,i am going to have to be the first to negatively review this product,Negative,68,14
Adapter does not provide enough charging current.,0,adapter does not provide enough charging current,Negative,48,7
"There was so much hype over this phone that I assumed it was the best, my mistake.",0,there was so much hype over this phone that i assumed it was the best my mistake,Negative,80,17
You also cannot take pictures with it in the case because the lense is covered.,0,you also cannot take pictures with it in the case because the lense is covered,Negative,78,15
Phone falls out easily.,0,phone falls out easily,Negative,22,4
